,model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2
1083, C Class,2016,18200,Automatic,42000,31,20,68.9,Diesel,2.1
1084, C Class,2014,16995,Automatic,31000,31,30,64.2,Diesel,2.14
1085, C Class,2016,19995,Automatic,29000,38,125,60.1,Diesel,2.14
1086, C Class,2017,20100,Automatic,24348,32,20,67.3,Diesel,2.143
1087, C Class,2017,16700,Automatic,32912,31,30,61.4,Diesel,2.143
1088, C Class,2014,17000,Automatic,36115,32,125,60.1,Diesel,2.143
1089, C Class,2018,16600,Automatic,29296,31,145,64.2,Diesel,2.143
1090, C Class,2015,15000,Automatic,44939,32,30,64.2,Diesel,2.143
1091, C Class,2016,15900,Automatic,51208,37,30,64.2,Diesel,2.143
1092, C Class,2015,17500,Automatic,39343,32,30,64.2,Diesel,2.143
1093, C Class,2012,8495,Automatic,51564,30,160,43.5,Petrol,1796.0
1094, C Class,2007,3790,Automatic,99000,32,555,28.8,Petrol,2497.0
1095, C Class,2007,3890,Automatic,87000,26,325,32.5,Petrol,1796.0
1096, C Class,2017,15700,Automatic,40285,31,145,64.2,Diesel,2.143
1097, C Class,2009,4480,Automatic,130000,38,300,37.7,Diesel,2987.0
1098, C Class,2014,11290,Automatic,48000,46,145,56.5,Diesel,2143.0
1099, C Class,2015,14940,Automatic,43000,31,20,64.2,Diesel,2143.0
1100, C Class,2016,21000,Automatic,32442,33,150,49.6,Petrol,1.991
1101, C Class,2018,17100,Automatic,22655,31,145,64.2,Diesel,2.143
1102, C Class,2017,14850,Manual,67000,31,20,68.9,Diesel,2.143
1103, C Class,2017,17400,Automatic,30744,31,145,61.4,Diesel,2.143
1104, C Class,2014,14200,Manual,31543,31,20,68.9,Diesel,2.143
1105, C Class,2016,17100,Automatic,42427,38,125,60.1,Diesel,2.143
1106, C Class,2015,11200,Automatic,34799,43,145,53.3,Diesel,2.143
1107, C Class,2018,17900,Automatic,28446,31,145,61.4,Diesel,2.143
1108, C Class,2015,11400,Manual,25698,25,20,72.4,Diesel,1.598
1109, C Class,2017,20000,Automatic,30128,32,20,68.9,Diesel,2.143
1110, C Class,2016,20500,Automatic,25113,38,30,64.2,Diesel,2.143
1111, C Class,2017,17800,Automatic,28042,32,145,50.4,Petrol,1.991
1112, C Class,2015,17200,Automatic,40961,38,125,60.1,Diesel,2.143
1113, C Class,2018,18500,Automatic,17771,31,145,61.4,Diesel,2.143
1114, C Class,2017,20000,Manual,28831,32,145,65.7,Diesel,2.143
1115, C Class,2018,19000,Automatic,23280,31,150,48.7,Petrol,1.991
1116, C Class,2018,19000,Automatic,19542,31,150,48.7,Petrol,1.991
1117, C Class,2016,17500,Automatic,52749,37,0,76.4,Hybrid,2.143
1118, C Class,2018,19250,Automatic,20275,31,150,60.1,Diesel,2.143
1119, C Class,2016,15500,Automatic,36584,26,30,65.7,Diesel,1.598
1120, C Class,2015,17450,Automatic,42377,37,0,76.4,Hybrid,2.143
1121, C Class,2017,19500,Automatic,42157,32,145,67.3,Diesel,2.143
1122, C Class,2016,13000,Manual,69385,31,20,68.9,Diesel,2.143
1123, C Class,2014,13500,Automatic,49409,37,20,64.2,Diesel,2.143
1124, C Class,2015,13400,Automatic,51245,37,20,64.2,Diesel,2.143
1125, C Class,2018,17600,Automatic,22749,31,145,49.6,Petrol,1.991
1126, C Class,2018,18700,Automatic,16414,31,150,61.4,Diesel,2.143
1127, C Class,2017,16450,Automatic,29219,31,145,64.2,Diesel,2.143
1128, C Class,2016,19900,Automatic,59256,38,30,65.7,Diesel,2.143
1129, C Class,2015,11000,Manual,83193,31,20,68.9,Diesel,2.143
1130, C Class,2018,19000,Automatic,22291,31,150,60.1,Diesel,2.143
1131, C Class,2018,19750,Automatic,19443,31,150,60.1,Diesel,2.143
1132, C Class,2016,16600,Automatic,56827,37,20,67.3,Diesel,2.143
1133, C Class,2017,13100,Manual,22716,29,125,53.3,Petrol,1.991
1134, C Class,2014,13600,Automatic,80579,31,30,64.2,Diesel,2.143
1135, C Class,2018,18750,Automatic,20512,31,150,48.7,Petrol,1.991
1136, C Class,2015,15750,Automatic,28953,31,20,64.2,Diesel,2.143
1137, C Class,2016,17500,Automatic,35444,38,125,60.1,Diesel,2.143
1138, C Class,2016,14000,Manual,47140,31,30,64.2,Diesel,2.143
1139, C Class,2017,18250,Automatic,26036,31,150,64.2,Diesel,2.143
1140, C Class,2016,12450,Manual,52656,30,20,65.7,Diesel,2.143
1141, C Class,2015,12000,Automatic,40005,30,150,53.3,Diesel,2.1
1142, C Class,2015,13995,Automatic,96000,31,30,62.8,Diesel,2.14
1143, C Class,2004,1495,Manual,119000,31,300,34.5,Petrol,1.8
1144, C Class,2016,17995,Automatic,11000,25,30,65.7,Diesel,1600.0
1145, C Class,2015,12800,Manual,41945,31,20,68.9,Diesel,2.143
1146, C Class,2016,17600,Automatic,28389,37,30,64.2,Diesel,2.143
1147, C Class,2018,18500,Automatic,24277,37,145,61.4,Diesel,2.143
1148, C Class,2016,13850,Automatic,77814,38,0,134.5,Other,1.991
1149, C Class,2017,17600,Automatic,21841,31,30,60.1,Diesel,2.143
1150, C Class,2017,18900,Automatic,31674,32,145,47.9,Petrol,1.991
1151, C Class,2015,15500,Automatic,32967,32,30,64.2,Diesel,2.143
1152, C Class,2014,15701,Automatic,20498,31,20,64.2,Diesel,2.1
1153, C Class,2018,27244,Automatic,12054,33,145,67.3,Diesel,2.1
1154, C Class,2015,13890,Manual,36006,30,20,70.6,Diesel,2100.0
1155, C Class,2006,1695,Automatic,153000,26,300,33.6,Petrol,1.8
1156, C Class,2013,11995,Automatic,40000,34,145,53.3,Diesel,2.143
1157, C Class,2007,3695,Automatic,160000,31,290,39.2,Diesel,2.15
1158, C Class,2015,29900,Automatic,33521,47,300,34.5,Petrol,4.0
1159, C Class,2013,8250,Automatic,63555,29,150,47.9,Petrol,1.6
1160, C Class,2014,21495,Automatic,56444,44,580,23.5,Petrol,6.2
1161, C Class,2004,1780,Automatic,118000,31,265,41.5,Diesel,2.2
1162, C Class,2016,17850,Automatic,20296,37,20,64.2,Diesel,2100.0
1163, C Class,2015,19780,Automatic,15629,38,125,60.1,Diesel,2100.0
1164, C Class,2016,17590,Automatic,32719,27,30,64.2,Diesel,1.6
1165, C Class,2018,23790,Automatic,16500,32,145,47.1,Petrol,2.0
1166, C Class,2017,21800,Automatic,34408,32,145,47.1,Petrol,2000.0
1167, C Class,2017,20100,Automatic,13659,32,145,50.4,Petrol,2000.0
1168, C Class,2016,18800,Automatic,54000,37,30,65.7,Diesel,2100.0
1169, C Class,2018,14900,Automatic,33805,30,145,65.7,Diesel,2100.0
1170, C Class,2017,23250,Automatic,15384,33,145,47.1,Petrol,2000.0
1171, C Class,2014,14250,Automatic,46310,33,125,50.4,Petrol,2000.0
1172, C Class,2016,21400,Automatic,17268,38,125,60.1,Diesel,2100.0
1173, C Class,2015,10200,Automatic,47392,43,145,53.3,Diesel,2.143
1174, C Class,2017,18000,Automatic,16747,31,145,60.1,Diesel,2.143
1175, C Class,2014,8200,Manual,80047,38,160,52.3,Diesel,2.143
1176, C Class,2015,13900,Automatic,57081,32,30,61.4,Diesel,2.143
1177, C Class,2016,15200,Automatic,51380,38,0,134.5,Other,1.991
1178, C Class,2016,13950,Manual,48128,31,20,65.7,Diesel,2.143
1179, C Class,2014,14000,Manual,14436,31,125,52.3,Petrol,1.991
1180, C Class,2018,14600,Manual,15950,29,145,53.3,Petrol,1.991
1181, C Class,2014,14600,Automatic,42949,37,125,60.1,Diesel,2.143
1182, C Class,2011,7995,Automatic,83000,29,235,38.2,Petrol,1800.0
1183, C Class,2015,13495,Manual,33000,29,125,53.3,Petrol,2000.0
1184, C Class,2013,9995,Automatic,69000,29,145,47.9,Petrol,1600.0
1185, C Class,2017,18995,Automatic,54000,32,150,48.7,Petrol,2.0
1186, C Class,2017,15700,Automatic,19023,30,145,65.7,Diesel,2100.0
1187, C Class,2017,19890,Automatic,26878,32,150,48.7,Petrol,2000.0
1188, C Class,2017,18490,Automatic,8060,31,150,50.4,Petrol,2.0
1189, C Class,2017,15600,Automatic,62498,32,145,60.1,Diesel,2.143
1190, C Class,2014,13000,Automatic,56346,31,20,64.2,Diesel,2.143
1191, C Class,2009,4200,Automatic,96000,26,235,42.2,Diesel,2.1
1192, C Class,2013,22948,Automatic,39000,44,570,23.5,Petrol,6208.0
1193, C Class,2011,7995,Automatic,62000,34,145,56.5,Diesel,2.1
1194, C Class,2017,20880,Automatic,19752,32,145,48.7,Petrol,2000.0
1195, C Class,2014,17250,Automatic,34772,27,125,60.1,Diesel,2.1
1196, C Class,2017,18999,Automatic,20408,32,145,64.2,Diesel,2.1
1197, C Class,2015,18299,Automatic,31369,32,30,61.4,Diesel,2.1
1198, C Class,2017,18339,Automatic,49000,32,30,61.4,Diesel,2.1
1199, C Class,2016,13800,Automatic,47915,30,20,65.7,Diesel,2.143
1200, C Class,2018,19900,Manual,31540,32,145,49.6,Petrol,1.991
1201, C Class,2016,21000,Automatic,21547,38,125,60.1,Diesel,2.143
1202, C Class,2017,14700,Manual,31357,25,150,70.6,Diesel,1.598
1203, C Class,2018,18500,Automatic,28248,31,150,64.2,Diesel,2.143
1204, C Class,2014,11900,Manual,48055,31,20,65.7,Diesel,2.143
1205, C Class,2014,11300,Automatic,49865,46,145,56.5,Diesel,2.143
1206, C Class,2014,14800,Automatic,55445,37,30,64.2,Diesel,2.143
